[11:10:22:75] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:10:22:79] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:10:22:89] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[11:10:22:94] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:22:99] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:23:04] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:10:23:07] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[11:10:23:15] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:10:23:21] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[11:10:23:35] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[11:10:23:38] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:10:23:48] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[11:10:23:56] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:23:66] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:10:23:75] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[11:10:23:79] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[11:10:23:88] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:23:95] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:10:23:98] | ESP_GATTS_DEMO | 4827E2827F72 | -53
[11:10:24:07] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:10:24:17] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:24:21] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:24:25] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:10:24:30] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[11:10:24:36] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[11:10:24:39] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[11:10:24:43] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:24:48] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[11:10:24:55] | ESP_GATTS_DEMO | 4827E2827F72 | -53
[11:10:24:57] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[11:10:24:62] | ESP_GATTS_DEMO | 4827E2827F72 | -53
[11:10:24:66] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:10:24:76] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:24:80] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:24:85] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[11:10:24:98] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[11:10:25:03] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[11:10:25:08] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:25:13] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:25:19] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:10:25:26] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[11:10:25:31] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:10:25:39] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:25:40] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:10:25:49] | ESP_GATTS_DEMO | 4827E2827F72 | -53
[11:10:25:62] | ESP_GATTS_DEMO | 4827E2827F72 | -50
