[10:32:19:98] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:32:20:12] | ESP_GATTS_DEMO | 4827E2827F72 | -39
[10:32:20:17] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:32:20:22] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[10:32:20:30] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:32:20:35] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:20:42] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:32:20:50] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:32:20:68] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:20:72] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:32:20:80] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:20:85] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:20:90] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:20:94] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:21:05] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:21:13] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:21:18] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:21:31] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:21:35] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:21:45] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:21:52] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:21:54] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:21:59] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:21:64] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:21:68] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:32:21:73] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:21:77] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:21:87] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:21:93] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:21:95] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:22:00] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:22:10] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:22:17] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:22:22] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:22:26] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:22:35] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:32:22:39] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:22:44] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:22:49] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:22:58] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:32:22:66] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:22:70] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:22:74] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:22:79] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:22:83] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:22:88] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:32:22:94] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:32:22:96] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:32:23:00] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:23:04] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:23:09] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:23:14] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:23:17] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:32:23:21] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:23:27] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:23:31] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:23:35] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:23:45] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:23:50] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:23:55] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:23:63] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:23:74] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:32:23:77] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:32:23:81] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:23:88] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:23:92] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:23:97] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:24:00] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:24:04] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:32:24:09] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:32:24:14] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:24:27] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:24:31] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:24:38] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:24:44] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:24:49] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:24:54] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:24:59] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:24:67] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:24:72] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:32:24:78] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:32:24:81] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:32:24:90] | ESP_GATTS_DEMO | 4827E2827F72 | -43
