[10:49:42:00] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:05] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[10:49:42:09] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[10:49:42:15] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:49:42:19] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:24] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:28] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:33] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:49:42:37] | ESP_GATTS_DEMO | 4827E2827F72 | -55
[10:49:42:45] | ESP_GATTS_DEMO | 4827E2827F72 | -55
[10:49:42:47] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:49:42:51] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:55] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:49:42:60] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:65] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:74] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[10:49:42:79] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:86] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:87] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:92] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:42:96] | ESP_GATTS_DEMO | 4827E2827F72 | -55
[10:49:43:01] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[10:49:43:06] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:49:43:10] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:49:43:14] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:43:19] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:43:25] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:43:27] | ESP_GATTS_DEMO | 4827E2827F72 | -55
[10:49:43:33] | ESP_GATTS_DEMO | 4827E2827F72 | -55
[10:49:43:37] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:43:41] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:43:45] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:49:43:50] | ESP_GATTS_DEMO | 4827E2827F72 | -50
