[11:19:57:25] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:57:30] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:19:57:33] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:19:57:50] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[11:19:57:55] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[11:19:57:60] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:19:57:65] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:19:57:71] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:19:57:84] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:57:90] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[11:19:57:92] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:19:57:95] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:19:58:00] | ESP_GATTS_DEMO | 4827E2827F72 | -57
[11:19:58:05] | ESP_GATTS_DEMO | 4827E2827F72 | -57
[11:19:58:11] | ESP_GATTS_DEMO | 4827E2827F72 | -57
[11:19:58:14] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[11:19:58:19] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:19:58:33] | ESP_GATTS_DEMO | 4827E2827F72 | -55
[11:19:58:40] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:58:49] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:19:58:54] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:19:58:62] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[11:19:58:74] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[11:19:58:75] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:58:79] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:19:58:88] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:58:97] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:59:01] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:59:05] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:59:10] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:19:59:15] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:19:59:24] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[11:19:59:28] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[11:19:59:35] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:59:37] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:59:42] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:19:59:55] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:19:59:57] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:19:59:61] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[11:19:59:67] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[11:19:59:71] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:19:59:79] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[11:19:59:84] | ESP_GATTS_DEMO | 4827E2827F72 | -59
[11:19:59:89] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:19:59:95] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[11:19:59:97] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:20:00:01] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:20:00:06] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:20:00:10] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:20:00:17] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[11:20:00:18] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[11:20:00:24] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[11:20:00:28] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:20:00:33] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:20:00:41] | ESP_GATTS_DEMO | 4827E2827F72 | -55
[11:20:00:51] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[11:20:00:60] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:20:00:65] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:20:00:76] | ESP_GATTS_DEMO | 4827E2827F72 | -57
