[10:57:23:18] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[10:57:23:27] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:57:23:31] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:57:23:36] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[10:57:23:40] | ESP_GATTS_DEMO | 4827E2827F72 | -59
[10:57:23:44] | ESP_GATTS_DEMO | 4827E2827F72 | -57
[10:57:23:48] | ESP_GATTS_DEMO | 4827E2827F72 | -55
[10:57:23:57] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:57:23:63] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:57:23:68] | ESP_GATTS_DEMO | 4827E2827F72 | -57
[10:57:23:72] | ESP_GATTS_DEMO | 4827E2827F72 | -57
[10:57:23:84] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[10:57:23:88] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:57:23:93] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:57:24:03] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[10:57:24:08] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[10:57:24:12] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[10:57:24:19] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:57:24:21] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:57:24:30] | ESP_GATTS_DEMO | 4827E2827F72 | -57
[10:57:24:37] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[10:57:24:45] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:57:24:54] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:57:24:81] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:57:24:85] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[10:57:24:94] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[10:57:25:13] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:57:25:20] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[10:57:25:21] | ESP_GATTS_DEMO | 4827E2827F72 | -60
