[12:59:23:62] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:23:66] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:23:71] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:23:75] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:23:83] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:23:91] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[12:59:23:93] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[12:59:24:03] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[12:59:24:16] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:24:20] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:24:32] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:24:34] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[12:59:24:38] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:24:47] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[12:59:24:56] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[12:59:24:61] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[12:59:24:65] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[12:59:24:75] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[12:59:24:78] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:24:84] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[12:59:24:88] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[12:59:24:95] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[12:59:24:98] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:25:02] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[12:59:25:06] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[12:59:25:13] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:25:16] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[12:59:25:20] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[12:59:25:25] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[12:59:25:29] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[12:59:25:38] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:25:42] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[12:59:25:46] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[12:59:25:51] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[12:59:25:56] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[12:59:25:59] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[12:59:25:68] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:25:75] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[12:59:25:81] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[12:59:25:87] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:25:96] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:26:00] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[12:59:26:05] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[12:59:26:09] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[12:59:26:15] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:26:17] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:26:22] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:26:26] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:26:30] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[12:59:26:40] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[12:59:26:45] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:26:49] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:26:68] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[12:59:26:72] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:26:78] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:26:80] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:26:85] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[12:59:26:90] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[12:59:26:97] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[12:59:26:99] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[12:59:27:09] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[12:59:27:18] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[12:59:27:21] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[12:59:27:25] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[12:59:27:39] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[12:59:27:43] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:27:48] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:27:52] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:27:57] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[12:59:27:73] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[12:59:27:77] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:27:82] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[12:59:27:90] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[12:59:27:96] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:27:98] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:28:03] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[12:59:28:07] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[12:59:28:25] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:28:31] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[12:59:28:39] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:28:43] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[12:59:28:52] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:28:59] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:28:61] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:28:65] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:28:77] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[12:59:28:89] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:28:93] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:28:99] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:29:01] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:29:11] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[12:59:29:18] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:29:20] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[12:59:29:25] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:29:29] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:29:34] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[12:59:29:39] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[12:59:29:58] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:29:61] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:29:66] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[12:59:29:80] | ESP_GATTS_DEMO | 4827E2827F72 | -57
[12:59:29:83] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:30:14] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:30:18] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:30:23] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[12:59:30:41] | ESP_GATTS_DEMO | 4827E2827F72 | -57
[12:59:30:45] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:30:50] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[12:59:30:61] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[12:59:30:63] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:30:68] | ESP_GATTS_DEMO | 4827E2827F72 | -58
[12:59:30:73] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:30:82] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[12:59:30:95] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[12:59:31:02] | ESP_GATTS_DEMO | 4827E2827F72 | -56
[12:59:31:04] | ESP_GATTS_DEMO | 4827E2827F72 | -61
