[13:03:38:15] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:03:38:20] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:03:38:24] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[13:03:38:29] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[13:03:38:33] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:03:38:41] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:03:38:46] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:03:38:70] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[13:03:38:82] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[13:03:38:87] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[13:03:38:91] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:03:38:96] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:03:39:00] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:03:39:11] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:03:39:14] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[13:03:39:18] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[13:03:39:23] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:03:39:30] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:03:39:32] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:03:39:36] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:03:39:51] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[13:03:39:54] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:03:39:59] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:03:39:63] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:03:39:69] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:03:39:82] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:03:39:86] | ESP_GATTS_DEMO | 4827E2827F72 | -71
